id_mobilitas,iso_code,tanggal,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential,private_vehicle_movement,public_transport_usage,walking_cycling,morning_rush_hour,afternoon_activity,evening_rush_hour,night_activity,overall_mobility_index
1427,ID-PA,2020-12-13,-15.0,-6.1,-17.8,-13.5,4.6,4.5,1.0,-10.8,-0.5,-1.0,1.9,-20.3,-0.1,-8.0
1428,ID-PB,2020-12-13,-10.0,-13.1,-22.2,-39.0,-8.7,3.2,-24.0,-31.4,-2.5,-19.8,-29.2,-22.4,-41.1,-19.2
1429,ID-AC,2020-12-20,4.9,-13.7,-3.8,-14.6,-21.3,4.4,-11.0,-6.5,-15.3,-8.0,-3.8,-11.4,-4.1,-10.3
1430,ID-SU,2020-12-20,-32.0,-9.0,-25.6,-26.9,-5.6,1.3,-5.1,-20.3,-21.8,-10.9,-2.9,-13.8,0.1,-21.5
1431,ID-SB,2020-12-20,-57.2,-24.9,-53.5,-36.4,-22.8,11.3,-33.0,-48.3,-16.6,-34.4,-31.8,-44.4,-47.8,-38.8
1432,ID-RI,2020-12-20,-22.0,-0.5,-6.0,-18.1,-19.2,0.7,-20.8,-9.3,-5.7,-6.7,-25.2,-9.5,-19.3,-19.7
1433,ID-JA,2020-12-20,-31.5,-26.7,-48.6,-38.7,-13.3,9.0,-31.1,-45.9,-2.9,-21.2,-27.0,-38.9,-34.2,-27.8
1434,ID-SS,2020-12-20,-40.9,-17.6,-42.9,-37.9,-35.6,6.4,-13.6,-47.9,-19.0,-25.6,-33.1,-14.8,-17.4,-38.2
1435,ID-BE,2020-12-20,-20.6,-9.8,-30.1,-24.5,-1.0,6.5,-7.5,-36.8,-7.8,-10.3,-9.0,-25.4,-41.7,-15.3
1436,ID-LA,2020-12-20,-27.0,0.4,-40.3,-22.1,-14.6,7.5,-0.2,-20.1,7.7,-7.2,-18.2,-8.3,-32.9,-21.2
1437,ID-BB,2020-12-20,-35.7,-13.4,-45.6,-28.2,-31.1,11.2,-27.1,-38.3,-27.6,-34.3,-28.1,-22.3,-20.8,-31.7
1438,ID-KR,2020-12-20,-19.5,-13.2,-47.3,-16.6,-29.4,3.3,-19.1,-20.1,-24.1,-14.1,-12.1,-9.0,-24.1,-21.8
1439,ID-JK,2020-12-20,-2.6,-5.5,-49.0,-15.0,-23.0,8.2,-15.7,-10.6,-3.1,-10.3,-4.5,-14.5,-5.6,-13.5
1440,ID-JB,2020-12-20,-32.3,-20.1,-7.2,-32.9,-19.4,12.0,-21.4,-27.0,-4.9,-35.4,-29.8,-32.5,-40.1,-28.2
1441,ID-JT,2020-12-20,5.0,-9.9,-33.7,-9.0,2.8,6.2,-4.3,-22.8,-9.8,-14.0,-16.0,-8.2,-31.3,-0.4
1442,ID-YO,2020-12-20,-38.0,-18.7,-37.3,-26.0,-2.8,5.6,-24.3,-27.3,-17.9,-12.0,-32.0,-29.0,-32.1,-22.3
1443,ID-JI,2020-12-20,-32.7,-15.4,-49.2,-15.6,-9.0,5.4,-7.6,-18.5,-18.3,-24.3,-16.7,-9.2,-34.9,-19.1
1444,ID-BT,2020-12-20,-38.6,-19.3,-63.4,-53.3,-31.2,9.2,-25.7,-43.0,-5.0,-37.8,-30.5,-30.7,-51.1,-41.0
1445,ID-BA,2020-12-20,-55.0,-17.5,-25.6,-50.7,-22.1,9.6,-31.2,-50.6,-23.6,-40.3,-36.7,-26.2,-35.6,-42.6
1446,ID-NB,2020-12-20,-41.9,-18.9,-49.2,-34.2,-36.6,12.8,-33.2,-59.4,-10.5,-42.2,-41.8,-39.3,-54.8,-37.6
1447,ID-NT,2020-12-20,-15.8,-15.8,-37.8,-16.9,-21.7,8.8,-18.2,-35.5,-0.2,-17.5,-18.0,-5.5,-0.6,-18.1
1448,ID-KB,2020-12-20,-25.2,-19.4,-1.0,-29.3,-32.6,10.5,-17.2,-55.6,-20.9,-14.5,-6.0,-23.2,-32.7,-29.0
1449,ID-KT,2020-12-20,-27.6,-27.6,-23.4,-57.5,-30.0,14.7,-35.6,-48.0,-32.3,-35.9,-34.0,-36.4,-62.8,-38.4
1450,ID-KS,2020-12-20,-22.9,-9.3,-38.0,-18.9,-12.9,11.3,-21.8,-52.2,-13.5,-14.4,-22.8,-22.7,-26.9,-18.2
1451,ID-KI,2020-12-20,-48.3,-18.7,-48.4,-57.1,-33.6,7.9,-18.0,-52.6,-28.4,-26.7,-30.5,-28.7,-45.2,-46.3
1452,ID-KU,2020-12-20,-9.2,-15.3,-43.1,-31.3,-26.4,9.5,-19.8,-32.8,-17.7,-24.3,0.7,-16.5,-15.2,-22.3
1453,ID-SA,2020-12-20,-40.6,-14.0,-52.5,-22.4,-9.1,2.6,-15.6,-48.9,-17.8,-27.8,-17.0,-27.8,-13.4,-24.0
1454,ID-ST,2020-12-20,-24.6,-9.3,-38.9,-26.2,-33.5,12.7,-22.3,-62.1,-30.5,-28.6,-36.5,-20.1,-56.1,-28.1
1455,ID-SN,2020-12-20,-45.4,-7.6,-50.9,-38.1,-18.3,4.4,-10.3,-35.9,-20.7,-19.9,-36.0,-26.3,-33.2,-33.9
1456,ID-SG,2020-12-20,-27.7,-12.6,7.4,-21.5,-3.2,3.0,-18.0,-28.4,-13.3,-14.2,-10.5,-16.5,-32.4,-17.5
1457,ID-GO,2020-12-20,-38.2,-16.0,-36.5,-40.1,-19.4,12.8,-25.6,-31.7,-13.6,-26.1,-34.6,-26.4,-34.3,-32.5
1458,ID-SR,2020-12-20,-27.0,-13.9,-2.0,-39.6,-14.9,10.6,-14.7,-17.7,-15.0,-12.2,-15.7,-21.6,-33.4,-27.2
1459,ID-MA,2020-12-20,-37.1,-12.8,-15.2,-28.8,-37.8,13.3,-13.4,-43.9,-4.5,-38.2,-21.9,-24.1,-37.3,-34.6
1460,ID-MU,2020-12-20,-51.9,-14.8,-38.3,-35.6,-32.6,16.8,-35.4,-55.0,-6.3,-26.0,-28.4,-33.4,-64.3,-40.0
1461,ID-PA,2020-12-20,1.1,-1.7,-4.5,-35.2,-23.0,4.4,-6.4,-20.9,-2.7,-16.8,-8.2,-20.4,-14.2,-19.0
1462,ID-PB,2020-12-20,-28.7,-7.6,-36.7,-26.2,-3.5,2.8,-23.8,-19.6,-26.0,-16.3,-29.4,-27.7,-8.7,-19.5
1463,ID-AC,2020-12-27,-50.3,-23.4,-24.3,-53.8,-24.8,14.5,-21.0,-71.3,-31.5,-28.5,-20.1,-27.5,-49.0,-43.0
1464,ID-SU,2020-12-27,-16.3,-9.2,-26.9,-37.0,-39.2,10.6,-31.5,-69.3,-25.7,-39.7,-28.2,-22.3,-50.8,-30.8
1465,ID-SB,2020-12-27,-27.9,-16.2,-38.9,-34.8,-21.1,7.7,-7.6,-29.3,-15.8,-22.1,-6.9,-21.1,-41.1,-27.9
1466,ID-RI,2020-12-27,-22.7,-5.7,-25.1,-24.7,-29.2,6.3,-7.1,-20.5,-24.3,-23.9,-13.9,-31.1,-12.1,-25.5
1467,ID-JA,2020-12-27,-38.4,-10.3,-38.5,-30.2,-24.2,6.6,-15.2,-49.1,-5.5,-23.0,-27.6,-22.0,-50.6,-30.9
1468,ID-SS,2020-12-27,-39.3,-4.8,-15.9,-39.8,-32.0,12.8,-28.0,-46.6,-0.6,-25.5,-36.8,-19.2,-31.1,-37.0
1469,ID-BE,2020-12-27,-31.1,-16.0,-20.9,-33.5,-23.6,14.5,-32.9,-69.4,-23.5,-37.6,-32.1,-25.6,-36.0,-29.4
1470,ID-LA,2020-12-27,-15.2,-1.6,-35.2,-37.4,-16.8,6.2,-23.2,-48.6,-1.2,-25.1,-5.6,-14.5,-29.7,-23.1
1471,ID-BB,2020-12-27,-20.9,-15.1,-35.0,-16.8,-17.4,10.6,-9.6,-49.7,-1.2,-14.9,-25.2,-26.9,-11.5,-18.3
1472,ID-KR,2020-12-27,-51.4,-8.5,-62.2,-51.6,-31.8,9.5,-18.8,-36.0,-29.8,-36.9,-39.6,-25.5,-45.4,-44.9
1473,ID-JK,2020-12-27,-34.3,-16.4,-9.4,-32.6,-27.9,6.1,-19.7,-69.4,-16.3,-29.8,-17.2,-31.6,-56.7,-31.6
1474,ID-JB,2020-12-27,-37.1,-10.1,-45.3,-19.3,-5.5,9.7,-6.4,-49.5,-1.4,-29.2,-2.9,-14.1,-17.2,-20.6
1475,ID-JT,2020-12-27,-31.4,-24.6,-54.5,-35.5,-9.7,5.4,-12.8,-46.2,-13.2,-18.2,-22.4,-18.5,-21.0,-25.5
1476,ID-YO,2020-12-27,-1.7,-4.8,4.4,-16.8,-14.5,4.7,-12.1,-41.2,-6.6,-5.4,-8.3,-22.0,-21.5,-11.0
1477,ID-JI,2020-12-27,-29.6,-4.5,7.6,-30.9,-11.0,9.4,-14.2,-36.0,-3.1,-9.5,-12.7,-21.5,-14.6,-23.9
1478,ID-BT,2020-12-27,-28.1,-17.0,-10.3,-44.0,-16.9,16.0,-21.9,-64.3,-18.5,-36.5,-18.0,-36.9,-56.7,-29.7
1479,ID-BA,2020-12-27,-49.7,-19.9,-50.1,-45.8,-11.8,7.2,-29.4,-52.5,-12.2,-20.9,-28.2,-32.3,-24.1,-35.8
1480,ID-NB,2020-12-27,-10.5,-6.1,9.1,-6.1,-4.1,5.6,-7.2,-33.8,-13.5,-19.3,-2.4,-11.1,-26.0,-6.9
1481,ID-NT,2020-12-27,-31.7,-18.2,-51.6,-36.1,-43.3,15.6,-22.2,-52.7,-12.1,-40.0,-17.1,-30.4,-38.6,-37.1
1482,ID-KB,2020-12-27,3.5,-13.0,-26.0,-13.4,2.8,9.1,-2.5,-20.0,-20.2,-5.7,-17.1,-15.1,-24.7,-2.3
1483,ID-KT,2020-12-27,-51.4,-18.2,-31.2,-33.5,-20.8,11.6,-25.0,-52.5,-5.3,-37.9,-26.2,-31.7,-60.7,-35.2
1484,ID-KS,2020-12-27,-32.3,-27.4,-14.4,-36.1,-25.8,7.3,-19.8,-58.8,-25.3,-24.6,-19.1,-41.7,-48.4,-31.4
1485,ID-KI,2020-12-27,-10.0,-3.0,-0.5,-16.5,-8.2,10.4,-11.3,-40.7,0.5,-19.0,-14.4,-16.8,-19.0,-11.6
1486,ID-KU,2020-12-27,-27.9,-7.1,-26.8,-12.0,-11.7,8.8,-11.6,-34.2,-20.4,-12.6,-12.1,-10.0,-30.1,-17.2
1487,ID-SA,2020-12-27,-9.7,2.8,-10.4,-19.7,-6.6,-1.7,-11.5,-15.3,-3.8,-3.8,-18.8,-13.7,-28.3,-12.0
1488,ID-ST,2020-12-27,-50.7,-15.6,-55.2,-51.0,-24.0,12.2,-22.6,-55.9,-34.2,-27.0,-32.9,-25.3,-41.7,-41.9
1489,ID-SN,2020-12-27,-22.2,-11.5,-21.4,-18.4,-17.7,5.7,-20.8,-41.5,1.4,-25.9,-4.6,-19.3,-11.2,-19.4
1490,ID-SG,2020-12-27,-7.2,-2.2,-47.1,-18.4,-21.4,4.1,-6.1,-48.5,0.7,-24.3,-4.7,-22.7,-23.5,-15.7
1491,ID-GO,2020-12-27,-1.5,1.9,-23.1,-16.1,-2.0,0.3,0.9,-30.5,-18.5,-4.8,-20.7,-7.2,-16.6,-6.5
1492,ID-SR,2020-12-27,-17.8,-17.7,-38.8,-39.3,-19.5,6.5,-11.9,-29.2,-15.5,-27.8,-22.6,-25.2,-19.4,-25.6
1493,ID-MA,2020-12-27,-21.4,-11.3,-51.5,-43.7,-29.3,6.3,-14.7,-62.9,-29.3,-34.5,-28.2,-29.0,-52.5,-31.5
1494,ID-MU,2020-12-27,-39.1,-20.5,-19.5,-39.5,-40.9,10.6,-29.3,-47.2,-32.8,-43.3,-35.2,-41.2,-55.6,-39.8
1495,ID-PA,2020-12-27,-42.6,-11.1,-6.5,-32.5,-36.2,12.6,-14.1,-49.4,-2.2,-22.4,-10.9,-32.4,-39.9,-37.1
1496,ID-PB,2020-12-27,-45.5,-15.9,-7.1,-49.5,-26.1,12.9,-12.8,-39.7,-26.7,-27.7,-13.7,-20.6,-19.8,-40.4
1497,ID-AC,2021-01-03,-15.7,-21.8,-56.4,-52.6,-32.3,10.1,-20.7,-51.6,-6.2,-26.4,-19.4,-32.1,-38.8,-33.5
1498,ID-SU,2021-01-03,-44.6,-23.7,-46.2,-47.5,-30.4,14.8,-22.6,-42.0,-34.8,-32.0,-17.8,-37.8,-56.7,-40.9
1499,ID-SB,2021-01-03,-21.6,-15.7,-58.8,-28.4,-17.0,8.7,-21.7,-47.1,-20.8,-20.8,-11.4,-35.8,-34.5,-22.4
1500,ID-RI,2021-01-03,-31.1,-14.6,-26.0,-39.4,-18.6,9.8,-25.7,-20.7,-15.8,-33.1,-8.4,-21.8,-36.0,-29.7
1501,ID-JA,2021-01-03,-35.0,-24.9,-15.0,-35.2,-30.5,8.2,-22.7,-66.1,-29.1,-35.1,-27.4,-21.2,-40.3,-33.6
1502,ID-SS,2021-01-03,-9.3,-9.3,-28.0,-37.3,-4.3,2.9,-25.4,-30.9,-25.9,-25.9,-18.7,-21.4,-46.0,-17.0
1503,ID-BE,2021-01-03,-45.9,-23.4,-66.3,-50.4,-24.6,12.0,-26.5,-65.3,-6.3,-33.6,-41.0,-43.4,-62.1,-40.3
1504,ID-LA,2021-01-03,-46.2,-19.8,-38.8,-40.9,-23.0,3.3,-19.8,-23.9,-20.5,-19.7,-19.6,-26.8,-36.8,-36.7
1505,ID-BB,2021-01-03,-9.3,-14.9,-2.4,-28.7,-23.0,2.0,-10.5,-34.1,-7.0,-13.2,-16.1,-9.4,-22.8,-20.4
1506,ID-KR,2021-01-03,-46.5,-17.9,-56.1,-42.1,-23.2,6.6,-14.0,-31.1,-22.3,-19.0,-30.5,-19.8,-53.9,-37.3
1507,ID-JK,2021-01-03,-35.1,-17.8,-4.9,-8.4,-12.8,8.4,-13.7,-5.4,-8.6,-23.3,-23.6,-5.3,-20.6,-18.8
1508,ID-JB,2021-01-03,-20.5,-19.8,-62.6,-38.1,-29.6,15.1,-32.7,-51.0,-23.3,-34.3,-28.3,-25.8,-61.4,-29.4
1509,ID-JT,2021-01-03,-46.8,-11.6,-23.6,-46.6,-35.1,10.4,-20.6,-51.4,-12.8,-40.7,-18.5,-30.9,-27.7,-42.8
1510,ID-YO,2021-01-03,-23.2,-6.7,-31.4,-16.2,-6.5,2.1,-4.2,-36.8,-15.7,-6.3,-4.3,-20.6,-23.4,-15.3
1511,ID-JI,2021-01-03,8.0,-2.1,-0.5,-16.7,-13.6,5.3,-9.9,-17.2,3.1,-10.4,1.6,-7.7,2.8,-7.4
1512,ID-BT,2021-01-03,-28.2,-10.1,10.1,-21.7,-22.4,5.6,-13.9,-15.6,-18.9,-13.6,-18.1,-6.0,-24.0,-24.1
1513,ID-BA,2021-01-03,-45.1,-10.8,-1.3,-21.8,-6.9,8.2,-25.9,-38.5,-9.5,-15.5,-20.3,-18.9,-20.9,-24.6
1514,ID-NB,2021-01-03,-12.1,-0.9,6.5,-16.9,-23.3,-0.8,-18.5,-11.9,-3.0,-8.9,-19.6,-7.5,-36.0,-17.4
1515,ID-NT,2021-01-03,-26.9,-13.3,-39.2,-28.1,-34.6,5.1,-23.2,-22.3,-8.6,-15.7,-25.0,-25.4,-36.5,-29.9
1516,ID-KB,2021-01-03,-6.0,-1.9,-11.9,-24.5,-20.7,8.5,-3.0,-39.7,1.1,-20.8,-4.7,-5.2,-25.7,-17.1
1517,ID-KT,2021-01-03,-18.4,-26.0,-48.6,-52.7,-44.2,15.5,-25.3,-53.3,-31.2,-38.8,-37.7,-36.0,-42.3,-38.4
1518,ID-KS,2021-01-03,-28.1,-1.7,-35.9,-32.0,-0.7,0.6,-3.1,-5.2,2.9,-11.4,-10.9,-6.6,-22.2,-20.3
1519,ID-KI,2021-01-03,-10.1,-13.1,-28.1,-46.7,-7.6,6.2,-20.0,-33.2,-10.4,-17.1,-36.2,-26.7,-32.3,-21.5
1520,ID-KU,2021-01-03,-52.4,-25.9,-58.7,-60.1,-30.1,10.6,-28.4,-59.7,-20.1,-43.8,-42.6,-32.5,-34.6,-47.5
1521,ID-SA,2021-01-03,-31.5,-8.4,-9.0,-30.1,-28.6,6.2,-15.5,-36.1,-26.7,-27.1,-19.4,-29.6,-9.2,-30.1
1522,ID-ST,2021-01-03,-13.1,-20.7,-11.4,-52.3,-38.4,12.3,-22.4,-43.6,-26.9,-36.2,-23.0,-20.0,-42.6,-34.6
1523,ID-SN,2021-01-03,-23.0,-20.3,-36.9,-46.5,-34.1,6.1,-17.2,-52.7,-5.1,-31.8,-20.8,-34.4,-39.8,-34.5
1524,ID-SG,2021-01-03,-9.6,-11.9,-9.7,-25.3,-7.2,1.7,-4.8,-30.5,-4.8,-9.2,-6.3,-8.7,-11.8,-14.1
1525,ID-GO,2021-01-03,-30.6,-1.5,-51.0,-38.3,-10.7,6.3,-22.4,-23.5,-17.2,-23.7,-27.7,-21.4,-6.9,-26.5
1526,ID-SR,2021-01-03,-33.1,-19.4,-42.3,-50.6,-33.2,10.5,-15.6,-47.7,-10.6,-36.6,-23.2,-21.1,-48.8,-38.9
1527,ID-MA,2021-01-03,-13.9,-11.9,-7.2,-36.6,-7.5,4.2,-15.2,-25.3,-24.4,-15.6,-34.5,-18.4,-36.2,-19.3
1528,ID-MU,2021-01-03,-37.6,-23.1,-16.8,-52.1,-28.9,13.1,-21.7,-63.7,-24.6,-22.4,-16.2,-26.3,-50.7,-39.6
1529,ID-PA,2021-01-03,-37.1,-5.5,-11.1,-33.8,-15.2,4.3,-21.8,-48.1,-21.9,-23.2,-16.3,-26.6,-22.9,-28.7
1530,ID-PB,2021-01-03,-27.1,-15.8,-23.6,-27.4,-36.4,11.9,-16.1,-41.1,-18.1,-18.9,-26.9,-24.9,-20.6,-30.3
1531,ID-AC,2021-01-10,-28.2,-15.3,-11.2,-23.4,-28.2,12.9,-25.7,-37.8,-13.4,-20.1,-12.8,-24.4,-15.7,-26.6
1532,ID-SU,2021-01-10,-18.4,3.0,-29.6,-13.4,-20.3,5.6,-17.9,-4.2,8.9,-20.6,-3.7,-4.5,-18.9,-17.4
1533,ID-SB,2021-01-10,-26.8,-15.4,-34.4,-60.6,-42.9,12.1,-26.3,-76.9,-21.3,-27.2,-22.9,-37.7,-37.8,-43.4
1534,ID-RI,2021-01-10,-13.0,-12.0,-41.9,-48.8,-11.2,8.0,-19.1,-54.3,-11.4,-25.9,-36.1,-33.5,-57.8,-24.3
1535,ID-JA,2021-01-10,-10.4,-10.3,-41.9,-35.2,-33.7,10.7,-21.1,-55.9,-25.8,-33.6,-30.8,-25.8,-52.6,-26.4
1536,ID-SS,2021-01-10,-9.7,-19.6,-1.3,-40.0,-18.1,1.8,-19.7,-19.4,-18.9,-21.0,-22.9,-22.5,-14.2,-22.6
1537,ID-BE,2021-01-10,-12.5,-13.2,7.2,-28.7,-18.5,9.8,-12.2,-12.7,-3.5,-11.8,-18.5,-14.5,-7.8,-19.9
1538,ID-LA,2021-01-10,-40.6,-14.0,-50.9,-43.2,-34.2,14.9,-17.2,-49.3,-29.9,-35.5,-33.2,-20.8,-28.9,-39.4
1539,ID-BB,2021-01-10,-29.5,-16.6,-4.2,-28.3,-39.4,8.7,-18.8,-52.4,-24.8,-38.2,-13.3,-28.2,-42.9,-32.4
1540,ID-KR,2021-01-10,-26.8,-16.8,-29.5,-15.9,-15.6,9.6,-12.1,-41.2,-6.8,-21.7,-18.7,-30.1,-41.1,-19.4
1541,ID-JK,2021-01-10,-29.2,-5.6,-43.2,-13.1,-19.0,4.2,-18.2,-15.6,-3.8,-23.0,-6.8,-27.0,-20.0,-20.4
1542,ID-JB,2021-01-10,-29.6,-10.4,-2.2,-34.9,-7.3,5.7,-23.3,-20.8,-14.6,-27.7,-5.6,-22.6,-33.8,-23.9
1543,ID-JT,2021-01-10,-51.8,-25.7,-28.9,-26.1,-34.4,8.7,-28.5,-54.3,-3.4,-38.0,-26.7,-25.8,-32.0,-37.4
1544,ID-YO,2021-01-10,-41.1,-20.8,-56.6,-53.0,-26.4,14.3,-25.2,-70.7,-28.0,-23.4,-24.9,-34.8,-25.4,-40.2
1545,ID-JI,2021-01-10,-28.8,-10.3,-13.9,-39.5,-16.4,10.2,-17.4,-49.8,-24.1,-23.9,-21.4,-30.4,-35.3,-28.2
1546,ID-BT,2021-01-10,-6.0,-6.7,-45.9,-34.0,-22.0,10.0,-26.4,-28.5,-24.3,-19.5,-18.6,-18.9,-25.6,-20.7
1547,ID-BA,2021-01-10,-22.3,-15.5,-14.4,-9.8,-8.5,6.0,-2.5,-37.8,1.2,-23.4,-23.0,-10.3,-24.2,-13.5
1548,ID-NB,2021-01-10,-41.1,-26.6,-54.0,-47.3,-34.3,14.2,-23.4,-71.2,-5.5,-41.2,-27.1,-26.8,-54.1,-40.9
1549,ID-NT,2021-01-10,-42.1,-16.4,-46.0,-30.2,-16.3,6.1,-20.6,-49.0,-14.6,-20.3,-21.8,-35.5,-47.2,-29.5
1550,ID-KB,2021-01-10,-30.3,-13.3,-47.5,-51.9,-39.0,13.5,-17.8,-67.9,-31.4,-36.1,-42.3,-33.8,-30.3,-40.4
1551,ID-KT,2021-01-10,-25.3,-11.0,8.5,-32.1,-3.5,0.7,-6.3,-16.6,-8.2,-13.7,0.8,-7.2,-17.0,-20.3
1552,ID-KS,2021-01-10,-2.5,-13.3,-17.2,-9.2,-19.3,7.7,-2.5,-0.5,-0.4,-16.2,-14.4,-1.1,-1.8,-10.3
1553,ID-KI,2021-01-10,-58.1,-18.1,-59.4,-50.6,-33.1,15.5,-27.9,-44.8,-30.6,-33.7,-23.6,-38.2,-35.7,-47.3
1554,ID-KU,2021-01-10,-19.4,-14.4,-11.7,-9.2,-18.3,8.9,-7.6,-1.0,3.7,-9.5,-8.4,-12.5,-21.3,-15.6
1555,ID-SA,2021-01-10,-15.4,-12.6,3.3,-14.7,-13.0,7.9,-7.1,-22.1,2.5,-9.3,-15.0,-2.5,-32.8,-14.4
1556,ID-ST,2021-01-10,-46.5,-17.0,-14.8,-44.0,-15.5,11.7,-29.5,-46.8,-28.1,-40.8,-20.3,-24.3,-34.3,-35.3
1557,ID-SN,2021-01-10,-8.9,-4.0,-39.8,-10.9,-10.0,10.3,-17.5,-46.4,-21.8,-6.5,-20.1,-18.0,-3.4,-9.9
1558,ID-SG,2021-01-10,-25.4,-5.2,-32.3,-50.1,-26.1,5.8,-27.4,-27.6,-15.4,-17.0,-38.7,-29.4,-40.7,-33.8
1559,ID-GO,2021-01-10,3.8,-15.9,-26.4,-10.4,-14.0,2.6,-14.8,-33.2,0.4,-19.9,-12.3,-9.8,1.9,-6.9
1560,ID-SR,2021-01-10,-12.7,-11.4,-40.1,-24.1,-6.7,9.0,-20.9,-27.4,-3.9,-21.3,-24.0,-7.7,-7.9,-14.5
1561,ID-MA,2021-01-10,-41.7,-9.5,2.5,-32.7,-14.1,12.2,-14.2,-40.5,-14.7,-28.3,-9.2,-21.2,-35.9,-29.5
1562,ID-MU,2021-01-10,-35.3,-18.1,-49.3,-49.7,-16.3,6.1,-26.9,-33.4,-29.0,-21.8,-19.2,-34.5,-56.9,-33.8
1563,ID-PA,2021-01-10,-1.0,2.7,-10.4,-27.0,-11.8,4.2,-2.8,-25.9,-5.7,-0.0,-11.7,-13.9,-32.5,-13.3
1564,ID-PB,2021-01-10,-4.0,-17.8,-49.5,-37.4,-10.1,2.6,-7.9,-37.1,-8.8,-14.2,-18.9,-18.4,-29.4,-17.2
1565,ID-AC,2021-01-17,-2.7,-9.8,0.4,-29.7,-12.7,-0.2,-11.3,-24.2,-3.7,-9.6,-2.2,-20.6,-29.4,-15.0
1566,ID-SU,2021-01-17,-5.6,-9.9,-4.7,-19.6,-0.6,7.3,-4.8,-26.4,-10.9,-19.6,-21.2,-7.2,-20.2,-8.6
1567,ID-SB,2021-01-17,-37.3,-21.2,-13.4,-26.7,-8.2,5.5,-25.5,-41.9,-19.7,-29.6,-12.5,-25.4,-50.8,-24.1
1568,ID-RI,2021-01-17,-30.3,-21.1,-35.5,-29.3,-34.5,13.9,-17.1,-48.9,-10.6,-17.3,-30.1,-25.3,-43.6,-31.4
1569,ID-JA,2021-01-17,-33.7,-0.8,-24.8,-32.2,-3.8,1.6,-11.9,-43.5,3.0,-10.0,0.2,-10.3,-14.9,-23.2
1570,ID-SS,2021-01-17,-9.1,-5.9,7.5,-21.1,-19.3,2.5,-8.5,-26.2,-1.2,-11.4,1.4,-17.1,-17.5,-16.5
1571,ID-BE,2021-01-17,-29.3,-5.3,-54.5,-31.8,-19.7,10.3,-27.4,-45.7,-2.7,-20.5,-31.7,-21.0,-54.3,-26.9
1572,ID-LA,2021-01-17,5.2,-4.4,-26.9,-20.6,-3.9,0.4,-13.7,0.2,2.9,-17.4,-15.8,-3.1,-34.5,-6.4
1573,ID-BB,2021-01-17,-47.4,-9.4,-22.6,-35.5,-15.8,10.1,-29.1,-60.0,-1.3,-24.4,-11.3,-32.1,-34.4,-32.9
1574,ID-KR,2021-01-17,-27.4,-17.7,-14.8,-42.3,-31.7,11.1,-9.6,-29.3,-20.1,-31.5,-13.2,-12.1,-37.5,-33.8
1575,ID-JK,2021-01-17,-27.4,-12.9,-1.9,-25.1,-21.0,1.5,-18.8,-14.1,1.4,-16.6,-20.8,-19.7,3.1,-24.5
1576,ID-JB,2021-01-17,-19.8,-3.4,-40.4,-14.3,-13.9,3.7,-14.9,-7.7,-6.7,-13.4,-12.1,-11.7,-32.6,-16.0
1577,ID-JT,2021-01-17,-53.3,-18.7,-39.1,-30.2,-22.6,13.6,-18.8,-41.9,-9.2,-22.3,-18.5,-30.1,-41.6,-35.4
1578,ID-YO,2021-01-17,-21.5,-5.2,-6.0,-13.3,-11.4,0.4,-16.9,-20.3,-16.9,-21.4,-22.9,-23.4,-38.4,-15.4
1579,ID-JI,2021-01-17,-3.3,-2.0,-19.7,-31.3,-13.4,3.7,-11.7,-23.4,-11.5,-14.8,-7.2,-18.3,-37.9,-16.0
1580,ID-BT,2021-01-17,-34.1,-26.6,-59.8,-58.6,-36.6,8.7,-22.6,-64.3,-15.8,-32.9,-38.8,-36.4,-61.8,-43.1
1581,ID-BA,2021-01-17,-29.6,-17.8,-27.0,-22.9,-5.7,7.0,-13.9,-21.9,-26.7,-15.9,-33.8,-29.6,-18.9,-19.4
1582,ID-NB,2021-01-17,-16.5,-15.6,-40.8,-24.1,-28.1,7.1,-16.4,-33.5,-5.4,-19.8,-27.5,-29.9,-22.3,-22.9
1583,ID-NT,2021-01-17,2.9,-7.2,13.9,-23.4,-2.2,-0.9,-5.5,-16.7,-20.4,-19.9,-16.0,-13.2,-9.0,-7.6
1584,ID-KB,2021-01-17,-27.0,-19.3,-47.0,-59.2,-31.8,13.2,-35.1,-46.8,-27.0,-26.0,-30.8,-26.7,-63.4,-39.3
1585,ID-KT,2021-01-17,-20.4,-17.8,-26.1,-23.6,-16.1,6.9,-18.8,-17.5,-15.7,-30.4,-18.4,-16.7,-23.1,-20.1
1586,ID-KS,2021-01-17,-36.1,-11.4,-8.9,-17.2,-17.7,9.1,-8.2,-37.4,3.7,-22.9,-4.9,-14.4,-21.5,-23.6
1587,ID-KI,2021-01-17,1.0,0.3,-29.1,-19.0,-17.7,4.3,-6.4,-37.6,-14.6,-9.2,-25.7,-7.5,-24.5,-11.9
1588,ID-KU,2021-01-17,-21.0,-24.6,-20.3,-48.9,-27.2,12.3,-27.0,-72.4,-26.5,-41.5,-36.2,-40.2,-49.6,-32.4
1589,ID-SA,2021-01-17,-47.5,-16.8,-6.8,-39.7,-31.8,9.0,-12.9,-30.1,-18.4,-26.6,-17.2,-25.8,-51.5,-39.7
1590,ID-ST,2021-01-17,-5.9,0.1,-24.2,-7.0,-5.5,8.2,-20.4,-11.3,3.6,-10.5,-15.4,-5.7,-8.7,-6.1
